0 -0.464871
0.02 0.209479
0.04 0.139205
0.06 0.168803
0.08 -1.50949
0.1 -0.838806
0.12 -1.41515
0.14 0.270481
0.16 -0.194315
0.18 -1.54733
0.2 0.128306
0.22 0.665175
0.24 -1.56429
0.26 1.56668
0.28 0.00919287
0.3 0.61358
0.32 -0.282294
0.34 -0.937794
0.36 1.17096
0.38 0.209595
0.4 0.141173
0.42 1.05087
0.44 -0.953189
0.46 0.570689
0.48 2.19162
0.5 0.971849
0.52 -0.941996
0.54 -0.280706
0.56 2.32506
0.58 1.15327
0.6 1.6649
0.62 0.268732
0.64 -1.57545
0.66 0.0899402
0.68 -0.571534
0.7 1.09008
0.72 1.16939
0.74 -0.0687722
0.76 -0.11434
0.78 -0.574559
0.8 0.435807
0.82 0.934254
0.84 -0.295958
0.86 1.34578
0.88 -0.561354
0.9 -0.25328
0.92 0.577952
0.94 1.13855
0.96 0.536798
0.98 0.738335
1 0.257294
1.02 0.280048
1.04 1.43454
1.06 -0.858066
1.08 -0.189696
1.1 -0.245098
1.12 0.189832
1.14 -0.300153
1.16 -0.937104
1.18 1.56978
1.2 1.49692
1.22 0.0778104
1.24 0.160878
1.26 -0.646566
1.28 -0.514828
1.3 0.17405
1.32 0.0364135
1.34 -0.217331
1.36 0.549368
1.38 -0.0590826
1.4 2.16766
1.42 -2.40528
1.44 0.116342
1.46 -0.0731859
1.48 0.898119
1.5 0.0576959
1.52 1.44081
1.54 1.00791
1.56 0.648437
1.58 0.527135
1.6 0.0368577
1.62 1.33143
1.64 0.00101503
1.66 0.340444
1.68 0.0625918
1.7 0.473132
1.72 2.93158
1.74 0.432517
1.76 -1.48003
1.78 0.180846
1.8 -1.35412
1.82 -0.998652
1.84 0.701653
1.86 0.0514306
1.88 1.54072
1.9 0.753575
1.92 -0.525728
1.94 -0.0359775
1.96 0.538817
1.98 0.253709
2 -0.00794856
2.02 0.448438
2.04 -0.900026
2.06 0.916025
2.08 0.429536
2.1 0.0114479
2.12 0.125797
2.14 -0.344036
2.16 0.17371
2.18 -1.52924
2.2 -1.00743
2.22 1.1407
2.24 -1.52906
2.26 0.614724
2.28 -1.02482
2.3 -0.322526
2.32 0.850071
2.34 1.29088
2.36 -1.18858
2.38 0.0610525
2.4 -0.880734
2.42 -0.408913
2.44 0.338879
2.46 0.942829
2.48 -0.44228
2.5 -0.576435
2.52 0.58094
2.54 -0.694562
2.56 -0.374453
2.58 0.229317
2.6 -0.161822
2.62 -0.042085
2.64 0.956779
2.66 1.1769
2.68 0.721736
2.7 -1.35186
2.72 -0.874429
2.74 -0.21725
2.76 -0.17015
2.78 0.550638
2.8 0.177496
2.82 -0.301538
2.84 -1.68409
2.86 0.253744
2.88 -0.230374
2.9 -0.806877
2.92 0.210081
2.94 0.296118
2.96 0.156878
2.98 -0.649137
3 1.28776
3.02 0.305717
3.04 -1.04787
3.06 -0.285127
3.08 -0.538851
3.1 0.721944
3.12 -0.302045
3.14 -0.743919
3.16 0.512042
3.18 -1.0045
3.2 -0.0957868
3.22 0.325531
3.24 0.853722
3.26 -1.27224
3.28 1.36437
3.3 -0.315433
3.32 0.247703
3.34 -0.602515
3.36 -0.739551
3.38 -0.0556732
3.4 1.74525
3.42 -1.27043
3.44 -0.338691
3.46 1.24912
3.48 1.19502
3.5 -0.100625
3.52 0.067447
3.54 0.659652
3.56 -0.351244
3.58 0.300429
3.6 -0.966738
3.62 -0.480987
3.64 -0.771612
3.66 -0.511629
3.68 -0.0920013
3.7 0.305102
3.72 1.33316
3.74 0.106594
3.76 1.17642
3.78 -0.097422
3.8 -2.33014
3.82 -0.0431674
3.84 -1.74064
3.86 0.447162
3.88 -1.59225
3.9 -0.853091
3.92 0.440485
3.94 2.29966
3.96 0.240815
3.98 -0.80268
4 -1.74435
4.02 -1.02764
4.04 -0.658861
4.06 1.18052
4.08 0.58775
4.1 -0.981751
4.12 -0.806066
4.14 0.81951
4.16 1.87517
4.18 0.19268
4.2 0.185426
4.22 -0.156477
4.24 1.03518
4.26 0.579058
4.28 0.889348
4.3 0.29075
4.32 0.498386
4.34 0.277999
4.36 -1.36901
4.38 -0.959234
4.4 -0.133721
4.42 -1.45844
4.44 -1.38989
4.46 -1.28938
4.48 0.63233
4.5 1.07995
4.52 -1.02659
4.54 -0.121906
4.56 -0.967143
4.58 0.953413
4.6 0.318421
4.62 -0.321861
4.64 0.934351
4.66 0.624099
4.68 -0.612107
4.7 -0.930175
4.72 -0.277179
4.74 -0.291227
4.76 1.89687
4.78 -0.922816
4.8 -1.34186
4.82 -0.768613
4.84 3.68261
4.86 -0.111836
4.88 0.574941
4.9 -1.00361
4.92 0.651702
4.94 -0.356975
4.96 0.1927
4.98 -1.92341
5 -0.275887
5.02 0.16233
5.04 -0.371865
5.06 -0.506773
5.08 0.708843
5.1 1.52806
